id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm850546,Here We Are: Notes for Living on Planet Earth,MOVIE,"On the eve of Earth Day, a precocious seven-year-old learns about the wonders of the planet from his parents—and a mysterious exhibit at the aptly named Museum of Everything. Based on the best-selling children's book by Oliver Jeffers.",2020,G,36,['animation'],['GB'],,tt11692010,,,12.513,7.935
ts215388,Helpsters,SHOW,"Cody and the Helpsters are a team of monsters who love to solve problems. Whether it's planning a party or mastering a magic trick, the Helpsters can figure anything out - because everything starts with a plan.",2019,TV-Y,16,"['family', 'music', 'comedy']",['US'],3.0,tt10515488,6.8,213.0,8.158,8.5
tm976396,Mariah Carey's Magical Christmas Special,MOVIE,"Faced with a holiday cheer crisis, the North Pole knows there's only one person who can save the day: Santa’s great friend, Mariah Carey. Combining musical performances, dynamic dancing and groundbreaking animation, the undisputed Queen of Christmas jumps into action to create a holiday spectacular to make the whole world merry.",2020,,43,"['family', 'music', 'fantasy']",['US'],,tt13017992,5.8,1438.0,6.946,6.4
ts233254,Doug Unplugs,SHOW,This is followed by a young robot named Doug.,2020,TV-Y,20,"['animation', 'family']",['US'],2.0,tt11690802,7.1,82.0,5.679,10.0
tm824584,Dads,MOVIE,"A joyful exploration of modern fatherhood, this doc gathers the testimonies of dads around the world, from famous comedians to everyday parents. Their unfiltered stories speak to the beauty, struggles, and ridiculous hilarity of being a dad today.",2020,PG-13,87,"['documentation', 'comedy', 'family']",['US'],,tt10883124,6.9,1281.0,4.601,6.7
tm679434,Peanuts in Space: Secrets of Apollo 10,MOVIE,"Ron Howard and Jeff Goldblum discuss the 1969 NASA Apollo 10 mission that featured a lunar module named ""Snoopy"" skimming around the moon's surface in preparation for the Apollo 11 moon-landing.",2019,,9,"['family', 'history', 'animation']",['US'],,tt10238966,6.5,137.0,3.298,6.4
ts235703,Oprah Talks COVID-19,SHOW,"How can we mindfully move through a crisis while holding on to ourselves and our humanity? In this series, Oprah has remote conversations with experts and everyday people to provide insight, meaning, and tangible advice for the human spirit.",2020,TV-PG,22,[],['US'],1.0,tt12080818,2.7,119.0,2.91,
ts237068,Helpsters Help You,SHOW,"Cody is a helpful monster who knows that everything starts with a plan. But sometimes things change and you have to make a new one! Broadcasting from the Helpsters shop, Cody shares creative ideas for what to do when life doesn't go as expected.",2020,TV-Y,3,['family'],['US'],1.0,tt12547226,6.1,19.0,2.902,10.0
ts320458,Severance,SHOW,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.",2022,TV-MA,48,"['drama', 'scifi', 'thriller']",['US'],2.0,tt11280740,8.7,141086.0,61.548,8.351
ts131317,Slow Horses,SHOW,"This quick-witted spy drama follows a dysfunctional team of MI5 agents—and their obnoxious boss, the notorious Jackson Lamb—as they navigate the espionage world’s smoke and mirrors to defend England from sinister forces.",2022,TV-MA,48,"['drama', 'thriller', 'comedy']",['GB'],3.0,tt5875444,7.9,38504.0,65.16,7.6
ts343661,Black Bird,SHOW,"As Jimmy Keene begins a 10-year prison sentence, he gets an incredible offer: If he can elicit a confession from suspected killer Larry Hall, Jimmy will be freed. Completing this mission becomes the challenge of a lifetime.",2022,TV-MA,58,"['drama', 'crime', 'thriller']",['US'],1.0,tt4301160,8.1,71414.0,102.572,8.18
ts313110,Bad Sisters,SHOW,"Follows the Garvey sisters, who are bound together by the death of their parents and a promise to always protect each other.",2022,TV-MA,53,"['thriller', 'comedy', 'drama']","['IE', 'GB']",2.0,tt15469618,8.3,21854.0,18.837,7.5
tm994841,Causeway,MOVIE,"A US soldier suffers a traumatic brain injury while fighting in Afghanistan and struggles to adjust to life back home in New Orleans. When she meets local mechanic James, the pair begin to forge an unexpected bond.",2022,R,96,['drama'],"['US', 'FI']",,tt10192406,6.6,15963.0,37.033,6.7
ts297165,Foundation,SHOW,A complex saga of humans scattered on planets throughout the galaxy all living under the rule of the Galactic Empire.,2021,TV-14,55,"['drama', 'scifi']","['IE', 'US']",2.0,tt0804484,7.4,62754.0,71.03,7.941
ts251336,Echo 3,SHOW,"When brilliant scientist Amber Chesborough vanishes along the Colombia-Venezuela border, her brother and her husband—both elite U.S. Army commandos—struggle to find her amid a guerilla war, discovering that the woman they love might have a secret.",2022,TV-MA,58,"['drama', 'action', 'thriller']","['US', 'CO']",1.0,tt12762512,6.5,7783.0,131.222,7.229
tm983754,CODA,MOVIE,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",2021,PG-13,112,"['drama', 'comedy', 'music']","['US', 'FR']",,tt10366460,8.0,140450.0,32.914,8.01
tm1264797,"The Boy, the Mole, the Fox and the Horse",MOVIE,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy’s search for home.",2022,G,34,"['family', 'action', 'fantasy', 'animation', 'drama', 'comedy']","['GB', 'US']",,tt22667880,7.9,8435.0,35.916,8.61
ts106816,Pachinko,SHOW,"Based on the New York Times bestseller, this sweeping saga chronicles the hopes and dreams of a Korean immigrant family across four generations as they leave their homeland in an indomitable quest to survive and thrive.",2022,TV-MA,55,['drama'],['US'],2.0,tt8888462,8.4,9509.0,29.38,8.167
ts221142,The Mosquito Coast,SHOW,Allie Fox—a brilliant inventor and stubborn idealist—uproots his family for a dangerous quest through Mexico to flee the U.S. government and find safety.,2021,TV-MA,47,"['drama', 'action', 'thriller']",['MX'],2.0,tt11041132,6.8,14137.0,30.57,6.974
ts200606,Shantaram,SHOW,"Escaped convict Lin Ford flees to the teeming streets of 1980s Bombay, looking to disappear. Working as a medic for the city’s poor and neglected, Lin finds unexpected love, connection, and courage on the long road to redemption.",2022,TV-MA,52,"['action', 'crime', 'drama', 'thriller']",['AU'],1.0,tt0429087,7.5,11865.0,56.545,8.2
ts238623,WeCrashed,SHOW,"The greed-filled rise and inevitable fall of WeWork, one of the world's most valuable startups, and the narcissists whose chaotic love made it all possible.",2022,TV-MA,53,['drama'],['US'],1.0,tt12005128,7.3,16843.0,30.263,7.6
ts346042,Loot,SHOW,"After divorcing her husband of 20 years, Molly Novak must figure out what to do with her $87 billion settlement. She decides to reengage with her charitable foundation and reconnect with the real world—finding herself along the way.",2022,TV-MA,27,['comedy'],['US'],1.0,tt14271498,6.7,8310.0,10.316,7.244
ts288676,The Problem With Jon Stewart,SHOW,"It's easy to feel overwhelmed by the world's problems. It's harder to pinpoint the systems responsible for creating them. In this series, Jon Stewart brings together people impacted by different parts of a problem to discuss how we come up with change.",2021,TV-MA,46,['comedy'],['US'],2.0,tt15084142,7.1,1934.0,5.743,7.5
ts251564,The Afterparty,SHOW,"When a high school reunion’s afterparty ends in a stunning death, everyone is a suspect. A detective grills the former classmates one by one, uncovering potential motives as each tells their version of the story—culminating in the shocking truth.",2022,TV-MA,35,"['thriller', 'comedy', 'crime']",['US'],2.0,tt12614214,7.2,13154.0,15.767,7.7
ts224998,Schmigadoon!,SHOW,"In this parody of 1940s musicals, backpacking couple Melissa and Josh get trapped in Schmigadoon, a magical town filled with singing and dancing townspeople, and learn they can't leave without finding true love—which they thought they already had.",2021,TV-14,30,"['comedy', 'fantasy', 'romance']",['CA'],2.0,tt13126498,7.3,10366.0,12.248,7.282
ts309881,Acapulco,SHOW,"Twenty-something Máximo Gallardo's dreams comes true when he gets the job of a lifetime as a cabana boy at the hottest resort in Acapulco. He soon realizes the job is far more complicated than he ever imagined and in order to succeed, he must learn to navigate a demanding clientele, a mercurial mentor, and a complicated home life, without losing his way to shortcuts or temptations.",2021,TV-14,29,['comedy'],['MX'],2.0,tt13567344,7.7,5337.0,82.466,7.3
ts253142,Five Days at Memorial,SHOW,"Based on actual events from Hurricane Katrina. When the floodwaters rose, power failed, and heat soared, exhausted caregivers at a New Orleans hospital were forced to make profound, heart-wrenching decisions.",2022,TV-MA,47,['drama'],['US'],1.0,tt3283594,7.7,11421.0,45.817,7.988
tm1187561,The Greatest Beer Run Ever,MOVIE,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.",2022,R,126,"['drama', 'war', 'comedy']",['US'],,tt10268488,6.8,20125.0,38.801,7.749
ts343868,Prehistoric Planet,SHOW,"Experience the wonders of our world like never before in this epic docuseries from Jon Favreau and the producers of Planet Earth. Travel back 66 million years to when majestic dinosaurs and extraordinary creatures roamed the lands, seas, and skies.",2022,TV-PG,41,"['documentation', 'history', 'animation']",['GB'],1.0,tt10324164,8.5,8392.0,58.814,8.381
tm1164256,Spirited,MOVIE,"Each Christmas Eve, the Ghost of Christmas Present selects one dark soul to be reformed by a visit from three spirits. But this season, he picked the wrong Scrooge. Clint Briggs turns the tables on his ghostly host until Present finds himself reexamining his own past, present and future.",2022,PG-13,127,"['comedy', 'family']",['US'],,tt10999120,6.6,40840.0,55.481,7.0
tm1180268,Raymond & Ray,MOVIE,"Half brothers Raymond and Ray reunite when their estranged father dies—and discover that his final wish was for them to dig his grave. Together, they process who they’ve become as men, both because of their father and in spite of him.",2022,R,106,"['drama', 'comedy']","['US', 'GB']",,tt15334032,6.2,6264.0,19.669,6.8
